"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","y"
"1449",10.15736,0,2080,0,0,0,19257.5,0,492,0,20,0,1,44,29,4,6,1,5665,21463
"1450",8.67617,0,2080,0,0,0,16449.3,0,492,0,0,0,0,47,31,5,7,1,5666,23490.91
"1451",9.65158,0,2080,0,0,0,18298.6,0,492,0,20,0,2,28,26,8,9,1,5668,21610.45
"1452",8.92905,0,2080,0,0,0,16928.8,0,492,0,20,1,0,15,9,8,9,1,5669,14240
"1453",9.27892,6.39249,1872,1872,0,0,15832.9,10907.7,492,492,0,1,1,18,21,13,8,0,5679,22800
"1454",10.6159,0,1976,0,0,0,19120.5,0,492,0,0,0,0,44,47,8,8,0,5680,15600
"1455",10.0851,10.16201,2080,1872,0,0,19120.5,17339.7,492,492,0,1,1,22,18,5,8,0,5681,29900
"1456",13.13242,0,1872,0,0,0,22408.2,0,492,0,170,2,2,15,21,13,12,0,5685,20040
"1457",14.33664,0,1872,0,0,0,24463,0,492,0,20,1,1,20,20,13,12,0,5688,19740
"1458",10.0851,0,2080,0,0,0,19120.5,0,492,0,80,2,0,19,13,8,9,0,5692,16560
"1459",9.27892,0,1872,0,0,0,15832.9,0,492,0,110,0,1,21,22,13,12,0,5694,14520
"1460",8.63844,0,1976,0,0,0,15558.9,0,492,0,50,0,0,37,36,5,6,0,5696,13600
"1461",6.39249,0,1872,0,0,0,10907.7,0,492,0,60,0,0,11,10,13,12,0,5697,10320
"1462",11.20567,0,1872,0,0,0,19120.5,0,492,0,80,1,1,21,19,5,7,0,5698,16560
"1463",10.37412,0,2080,0,0,0,19668.5,0,492,0,110,1,2,26,24,5,7,0,5701,17320
"1464",6.0789,0,2808,0,0,0,15558.9,0,492,0,50,1,0,17,8,5,7,0,5706,13600
"1465",14.57081,0,1976,0,0,0,26243.8,0,492,0,0,0,0,26,27,13,12,0,5711,20800
"1466",9.65158,0,2080,0,0,0,18298.6,0,492,0,20,1,0,27,15,7,8,0,5712,15240
"1467",11.68068,0,1976,0,0,0,21038.4,0,492,0,50,1,0,22,18,8,9,0,5715,17600
"1468",6.42676,0,1040,0,0,0,6092.3,0,648,0,160,2,0,15,12,8,9,0,5727,7920
"1469",13.93524,0,1872,0,0,0,23778.1,0,492,0,20,0,2,21,16,12,12,0,5729,19240
"1470",6.03892,0,2080,0,0,0,11449.3,0,492,0,20,0,0,23,16,11,11,0,5731,10440
"1471",11.5268,0,1872,0,0,0,19668.5,0,492,0,50,1,1,13,11,14,13,0,5733,16600
"1472",11.5268,0,1872,0,0,0,19668.5,0,492,0,0,0,0,32,25,9,9,0,5737,16000
"1473",10.15956,0,1976,0,0,0,18298.6,0,492,0,80,2,0,19,12,15,14,0,5740,15960
"1474",7.48399,0,2080,0,0,0,14189,0,492,0,0,0,1,28,25,11,11,0,5741,24000
"1475",10.26127,0,468,0,0,0,4377.3,0,648,0,300,4,0,12,15,20,17,0,5742,13500
"1476",9.11835,21.44796,1872,936,0,0,15558.9,18298.6,492,492,0,1,0,26,26,16,13,0,5744,28000
"1477",7.84525,0,2080,0,0,0,14874,0,492,0,170,0,3,20,19,10,10,0,5747,14540
"1478",8.04299,0,2496,0,0,0,18298.6,0,492,0,50,0,1,30,28,8,9,0,5752,19200
"1479",24.65922,0,936,0,0,0,21038.4,0,492,0,50,2,0,15,12,14,13,0,5753,17600
"1480",7.48399,0,2080,0,0,0,14189,0,492,0,110,0,1,30,26,7,8,0,5760,13320
"1481",7.66017,0,1387,0,0,0,9682.1,0,648,0,160,1,1,12,8,12,12,0,5761,10720
"1482",6.76146,0,2080,0,0,0,12819.2,0,492,0,20,0,0,7,6,14,13,0,5762,11240
"1483",9.65158,0,2080,0,0,0,18298.6,0,492,0,20,1,0,12,10,13,12,0,5767,15240
"1484",8.11768,0,910,0,0,0,6733.3,0,648,0,300,0,0,48,50,2,4,0,5769,10100
"1485",7.82542,0,693,0,0,0,4945.5,0,648,0,90,0,1,42,39,1,4,0,5770,6080
"1486",45.47741,23.63836,607,1040,0,0,25147.9,22408.2,492,492,0,0,2,34,32,20,17,0,5783,39000
"1487",9.65158,0,2080,0,0,0,18298.6,0,492,0,80,1,1,15,15,13,12,0,5784,15960
"1488",16.30135,13.13242,2080,1872,0,0,30906.1,22408.2,492,492,0,0,2,16,20,15,12,0,5786,42000
"1489",6.01929,0,1941,0,0,0,10651.3,0,492,0,90,1,0,14,10,8,9,0,5790,12480
"1490",21.44796,21.44796,936,936,0,0,18298.6,18298.6,492,492,0,1,0,6,4,17,17,0,5792,30000
"1491",12.15781,0,1404,0,0,0,15558.9,0,492,0,170,2,1,20,15,5,7,0,5793,15040
"1492",8.20652,0,2080,0,0,0,15558.9,0,492,0,170,1,2,25,18,7,8,0,5794,15040
"1493",11.09665,0,2080,0,0,0,21038.4,0,492,0,50,1,1,21,21,10,10,0,5796,17600
"1494",3.55149,7.48399,2080,2080,0,0,6733.3,14189,648,492,50,0,2,46,41,1,2,0,5797,19100
"1495",10.43414,6.76146,1924,2080,0,0,18298.6,12819.2,492,492,0,0,0,35,33,5,8,0,5818,35014
"1496",5.76923,0,520,0,10157.69,0,12892.2,0,648,0,20,0,0,44,38,8,8,0,5819,29449.3
"1497",9.11835,6.08775,1872,1560,0,0,15558.9,8656.4,492,648,0,1,0,12,13,15,13,0,5821,21000
"1498",10.49942,0,2184,0,0,0,20901.4,0,492,0,0,0,1,31,22,5,7,0,5823,16900
"1499",14.76399,0,2184,0,0,0,29390.9,0,492,0,0,0,1,40,38,10,10,0,5824,23000
"1500",14.87001,8.92905,2392,2080,0,0,32421.2,16928.8,492,492,0,1,0,24,14,8,8,1,5826,39000
"1501",31.52652,12.32961,3120,1872,6300,0,95957.6,21038.4,492,492,0,0,0,34,28,13,17,1,5828,82817
"1502",0,13.26424,0,2080,19438.36,0,19438.4,25147.9,648,492,0,0,0,49,36,8,13,1,5829,61988
"1503",17.58028,11.5268,2496,1872,0,0,39997,19668.5,492,492,0,0,0,28,24,17,17,1,5830,46000
"1504",16.31809,10.37412,1976,2080,0,0,28550.9,19668.5,492,492,0,0,0,24,21,13,13,1,5840,39785.6
"1505",18.63012,8.92905,1820,2080,0,0,30906.1,16928.8,492,492,0,0,0,38,39,8,8,1,5841,65000
"1506",16.30135,0,2080,0,0,0,30906.1,0,492,0,0,0,0,42,41,8,8,1,5845,45000
"1507",17.89968,11.81918,2080,2080,0,0,33936.4,22408.2,492,492,0,0,1,24,21,13,13,1,5846,44000
"1508",0,13.13242,0,1872,12671.23,0,12671.2,22408.2,648,492,0,0,0,52,35,8,17,1,5847,45048
"1509",9.65158,10.37412,2080,2080,0,0,17578.6,19668.5,492,492,0,0,0,20,17,13,13,1,5848,31194.4
"1510",0,13.13242,0,1872,27482.88,0,27482.9,22408.2,648,492,0,0,0,49,31,13,17,1,5849,43610.5
"1511",14.70931,0,2080,0,0,0,27887.7,0,492,0,0,1,0,13,12,13,12,1,5851,22000
"1512",13.26424,0,2080,0,0,0,25147.9,0,492,0,0,0,0,40,34,8,8,1,5852,54000
"1513",30.67998,16.30135,2600,2080,0,0,72708.5,30906.1,492,492,0,0,0,15,12,17,17,1,5855,74000
"1514",10.37412,8.92905,2080,2080,0,0,19668.5,16928.8,492,492,0,0,0,48,42,5,5,1,5856,65000
"1515",10.37412,8.46867,2080,2548,0,0,19668.5,19668.5,492,492,0,0,1,32,27,5,8,1,5857,49936
"1516",11.81918,0,2080,0,0,0,22408.2,0,492,0,0,0,0,13,9,11,11,1,5860,18500
"1517",17.15932,0,1976,0,0,0,30906.1,0,492,0,0,2,0,24,14,8,9,1,5864,24000
"1518",15.50219,10.92012,2080,1976,0,0,29390.9,19668.5,492,492,0,1,0,14,11,13,13,1,5868,39000
"1519",19.49801,10.72398,2080,1872,0,0,36736.7,18298.6,492,492,0,0,0,15,14,17,17,1,5869,43078.2
"1520",17.15932,0,1976,0,0,0,30906.1,0,492,0,0,0,0,43,37,8,8,1,5871,24000
"1521",10.86757,11.81918,3120,2080,0,0,30906.1,22408.2,492,492,0,0,0,34,32,8,5,1,5873,42000
"1522",7.44989,11.5268,494,1872,0,0,3354.5,19668.5,648,492,0,0,0,40,35,13,8,1,5878,52100
"1523",17.15932,11.5268,1976,1872,0,0,30906.1,19668.5,492,492,0,0,2,21,13,13,17,1,5885,40500
"1524",12.12224,7.48399,2028,2080,0,0,22408.2,14189,492,492,0,0,0,16,10,8,10,1,5889,30000
"1525",13.13242,13.13242,1872,1872,0,0,22000.2,22408.2,492,492,0,0,0,19,17,13,13,1,5890,36110.16
"1526",16.31809,0,1976,0,0,0,29390.9,0,492,0,0,0,0,38,34,8,8,1,5892,43000
"1527",10.37412,6.44299,2080,1387,0,0,19668.5,8143.6,492,648,0,0,0,42,41,8,5,1,5894,23600
"1528",10.6114,9.66228,2600,1300,0,0,25147.9,11449.3,492,492,0,0,0,10,10,11,9,1,5897,30000
"1529",17.89968,14.96797,2080,1040,0,0,33936.4,14189,492,492,0,0,0,26,23,13,13,1,5898,38000
"1530",17.15932,0,1976,0,0,0,30906.1,0,492,0,0,1,0,19,18,13,12,1,5899,24000
"1531",8.39268,8.11732,2392,2288,0,0,18298.6,16928.8,492,492,0,0,0,29,28,13,13,0,5928,29000
"1532",11.09665,0,2080,0,0,0,21038.4,0,492,0,0,0,0,47,41,5,6,0,5929,17000
"1533",12.18045,6.95593,2080,780,0,0,23093.2,4945.5,492,648,0,0,0,34,33,5,5,0,5934,23500
"1534",8.63844,8.20652,1976,2080,0,0,15558.9,15558.9,492,492,0,0,2,25,31,13,5,0,5936,32108
"1535",9.92117,0,1872,0,0,0,16928.8,0,492,0,0,0,0,38,35,6,7,0,5938,26000
"1536",6.83877,4.2845,2496,1560,0,0,15558.9,6092.3,492,648,0,0,0,52,44,5,4,0,5940,33000
"1537",17.64972,17.6935,2392,208,0,0,38481.8,3354.5,492,648,0,0,0,11,9,13,13,0,5943,32600
"1538",11.5268,9.399,1872,1976,0,0,17668.5,16928.8,492,492,0,2,0,18,15,13,17,0,5952,30540
"1539",10.72398,0,1872,0,0,0,18298.6,0,492,0,20,0,1,22,17,17,15,0,5953,24450.23
"1540",8.04299,0,2496,0,0,0,18298.6,0,492,0,80,0,2,28,25,6,7,0,5954,15960
"1541",16.78085,0,2080,0,0,0,31815.2,0,492,0,0,0,0,39,31,13,12,0,5955,24600
"1542",8.20652,6.70991,2080,1872,0,0,15558.9,11449.3,492,492,0,1,0,15,11,13,13,0,5958,23000
"1543",9.88011,23.05359,2184,936,0,0,19668.5,19668.5,492,492,0,2,1,16,12,17,17,0,5959,41748
"1544",9.65158,3.24133,2080,2496,0,0,18298.6,7374.4,492,648,0,1,0,27,23,9,8,0,5964,22000
"1545",9.65158,0,2080,0,0,0,18298.6,0,492,0,170,0,1,32,31,8,9,0,5967,23040
"1546",13.13242,0,1872,0,0,0,22408.2,0,492,0,80,1,2,23,17,8,9,0,5968,18960
"1547",10.72398,12.86878,1872,1560,0,0,18298.6,18298.6,492,492,0,0,1,27,24,13,13,0,5971,35000
"1548",10.15956,19.84234,1976,936,0,0,15298.6,16928.8,492,492,0,0,1,20,15,15,17,0,5972,29810
"1549",10.72398,7.81573,1872,2184,0,0,14298.6,15558.9,492,492,0,0,0,31,28,13,13,0,5975,29080
"1550",8.20652,11.9054,2080,1560,0,0,15558.9,16928.8,492,492,0,0,0,20,13,13,13,0,5979,31431.82
"1551",7.12761,0,2184,0,0,0,14189,0,492,0,250,0,3,32,24,6,7,0,5981,15000
"1552",4.01672,0,1664,0,0,0,6092.3,0,648,0,90,0,0,46,33,7,8,0,5985,7080
"1553",9.65158,5.35563,2080,1248,0,0,18298.6,6092.3,492,648,0,0,0,39,33,5,6,0,5986,27000
"1554",10.72398,12.48343,1872,1560,0,0,18298.6,17750.7,492,492,0,0,1,35,36,14,13,0,5993,29600
"1555",9.84932,6.23666,2496,2496,1875,0,24283.2,14189,492,492,0,0,0,37,30,13,14,0,5994,31993.75
"1556",8.20652,6.03892,2080,2080,0,0,15558.9,11449.3,492,492,0,0,2,28,27,7,7,0,5996,23000
"1557",11.09665,0,2080,0,0,0,21038.4,0,492,0,0,1,0,21,18,13,12,0,5997,17000
"1558",6.23666,0,2496,0,0,0,14189,0,492,0,110,0,2,18,14,8,9,0,5998,13320
"1559",8.56779,7.48399,2080,2080,0,0,16243.8,14189,492,492,0,0,2,28,26,8,8,0,6001,25500
"1560",8.20652,0,2080,0,0,0,15558.9,0,492,0,110,0,2,27,22,5,7,0,6005,14320
"1561",0,5.13063,0,936,6230.77,0,6230.8,4377.3,648,648,90,0,0,41,34,5,5,0,6007,11688
"1562",9.11835,0,1872,0,0,0,15558.9,0,492,0,110,0,2,28,20,8,9,0,6019,14320
"1563",9.11835,0,1872,0,0,0,15558.9,0,492,0,110,0,2,27,22,8,9,0,6020,14320
"1564",6.08775,0,1560,0,0,0,8656.4,0,648,0,60,0,0,29,22,5,7,0,6022,8720
"1565",8.20652,0,2080,0,0,0,15558.9,0,492,0,110,2,0,24,21,10,10,0,6023,14320
"1566",7.54865,0,1664,0,0,0,11449.3,0,492,0,200,0,2,33,29,5,7,0,6025,12400
"1567",9.65158,0,2080,0,0,0,18298.6,0,492,0,220,1,2,33,27,8,9,0,6027,17640
"1568",9.65158,5.13063,2080,936,0,0,17698.6,4377.3,492,648,20,2,1,28,26,8,5,0,6030,19902
"1569",9.45534,0,2600,0,0,0,22408.2,0,492,0,0,1,1,22,16,13,12,0,6034,35401.23
"1570",9.11835,8.31554,1872,1872,0,0,15558.9,14189,492,492,0,1,0,11,13,13,12,0,6036,25000
"1571",13.26424,0,2080,0,0,0,25147.9,0,492,0,0,1,1,14,10,13,12,0,6037,20000
"1572",11.09665,0,2080,0,0,0,21038.4,0,492,0,110,0,1,33,28,5,7,0,6040,18320
"1573",8.92905,8.92905,2080,2080,0,0,16928.8,16928.8,492,492,0,0,2,34,28,5,5,0,6041,28000
"1574",9.65158,0,2080,0,0,0,18298.6,0,492,0,20,1,0,30,21,8,9,0,6045,15240
"1575",10.37412,0,2080,0,0,0,19668.5,0,492,0,0,1,0,13,3,13,13,0,6046,16000
"1576",8.40672,0,1213,0,0,0,9297.4,0,648,0,160,0,2,26,26,8,9,0,6048,10420
"1577",23.05359,4.56581,936,2080,0,0,19668.5,8656.4,492,648,0,1,0,9,22,18,5,0,6050,24000
"1578",17.15932,0,1976,0,0,0,30906.1,0,492,0,0,0,2,29,25,8,9,0,6061,24000
"1579",19.49801,0,2080,0,0,0,36966.7,0,492,0,0,0,2,24,22,8,9,0,6066,30000
"1580",10.86757,0,3120,0,0,0,30906.1,0,492,0,0,1,1,23,17,8,9,0,6071,24000
"1581",11.96369,6.41026,2080,156,0,0,22682.2,911.5,492,198,0,1,0,15,13,12,13,0,6072,19200
"1582",10.03337,7.12272,2600,2080,0,0,23778.1,13504.1,492,492,0,0,2,21,17,13,13,0,6075,30500
"1583",10.94203,0,1560,0,19794.52,0,35353.4,0,492,0,0,0,0,46,40,13,12,0,6077,52935.26
"1584",44.38659,0,520,0,0,0,21038.4,0,492,0,20,0,0,38,31,8,9,0,6078,18603.64
"1585",10.14624,0,936,0,0,0,8656.4,0,648,0,160,1,1,18,15,10,10,0,6083,17920
"1586",30.67998,18.18335,2600,1352,0,0,70408.5,22408.2,492,492,0,0,1,31,24,13,18,0,6091,73943
"1587",10.01285,23.05359,2080,936,0,0,18983.6,19668.5,492,492,0,0,0,18,5,13,19,0,6092,31500
"1588",8.6451,0,2496,0,0,0,19668.5,0,492,0,0,1,0,13,8,8,9,0,6094,16000
"1589",5.63455,3.92313,2496,2600,0,0,12819.2,9297.4,492,648,20,0,3,31,26,8,8,0,6095,19740
"1590",9.11835,5.89783,1872,624,0,0,15558.9,3354.5,492,648,20,0,2,36,33,5,5,0,6098,16840
"1591",9.11835,0,1872,0,0,0,15558.9,0,492,0,110,0,2,31,27,5,7,0,6099,14320
"1592",9.65158,10.43414,2080,1924,0,0,17398.6,18298.6,492,492,0,1,0,28,18,8,12,1,6102,30243
"1593",7.35588,8.20652,1387,2080,0,0,9297.4,15558.9,648,492,0,0,1,34,30,8,8,1,6108,27062
"1594",12.90298,0,2080,0,0,0,24463,0,492,0,20,1,1,17,13,18,13,1,6110,32740
"1595",9.14581,0,2080,0,0,0,17339.7,0,492,0,0,0,1,38,35,5,6,1,6112,23200
"1596",12.18045,4.56581,2080,2080,0,0,23093.2,8656.4,492,648,0,0,1,34,32,5,5,1,6117,29700
"1597",11.09665,0,2080,0,0,0,21038.4,0,492,0,50,1,1,19,17,8,9,1,6118,17600
"1598",31.19813,0,2080,0,0,0,59149.2,0,492,0,0,1,1,19,19,13,12,1,6119,42000
"1599",23.0479,19.61241,1976,1560,0,0,41512.1,27887.7,492,492,0,0,0,48,39,8,13,1,6120,53000
"1600",6.03892,0,2080,0,0,0,11449.3,0,492,0,0,0,0,31,27,8,9,1,6121,19748
"1601",17.10052,29.54795,2080,832,0,0,32421.2,22408.2,492,492,0,0,0,29,27,19,13,1,6125,43000
"1602",15.75891,23.22579,1560,832,0,0,22408.2,17613.7,492,492,0,0,1,21,23,19,13,1,6129,32500
"1603",17.53899,0,2028,0,0,0,32421.2,0,492,0,0,0,2,38,32,8,9,1,6133,28500
"1604",11.28872,19.49801,2444,2080,0,0,25147.9,36966.7,492,492,0,0,0,4,6,18,13,1,6134,48000
"1605",7.14324,0,2600,0,0,0,16928.8,0,492,0,0,0,0,6,6,12,12,1,6139,14000
"1606",10.32257,0,1872,0,0,0,17613.7,0,492,0,140,0,2,27,19,8,9,1,6140,19180
"1607",0,9.92117,0,1872,0,0,0,16928.8,0,492,220,1,1,34,26,5,8,1,6142,24640
"1608",11.81918,0,2080,0,0,0,22408.2,0,492,0,20,1,1,22,17,8,9,1,6146,18240
"1609",10.73538,0,2080,0,0,0,20353.4,0,492,0,0,0,1,28,27,8,9,1,6149,29100
"1610",8.43773,0,2080,0,0,0,15997.3,0,492,0,50,0,1,26,24,8,9,1,6167,13920
"1611",9.45534,0,2600,0,0,0,22408.2,0,492,0,0,0,1,33,28,5,7,1,6169,26161.64
"1612",9.91776,0,2600,0,0,0,23504.1,0,492,0,0,0,1,25,18,8,9,1,6171,18800
"1613",12.33883,24.12896,2236,832,630,0,25777.9,18298.6,492,492,0,1,0,5,5,20,18,1,6177,35669.9
"1614",8.92905,8.56779,2080,2080,0,0,16928.8,16243.8,492,492,0,0,0,45,41,8,8,1,6178,27500
"1615",10.98827,0,2080,0,0,0,20832.9,0,492,0,80,0,1,38,37,5,6,1,6180,19514.55
"1616",10.65852,0,2236,0,0,0,21723.3,0,492,0,50,0,2,31,25,8,9,1,6183,18100
"1617",8.89043,9.22529,2288,2080,0,0,18331.1,17490.4,492,492,0,1,1,22,17,8,8,1,6184,29643.7
"1618",11.81918,7.46047,2080,2288,0,0,22408.2,15558.9,492,492,0,0,0,9,7,13,13,1,6188,31000
"1619",8.30609,0,2236,0,0,0,16928.8,0,492,0,20,0,0,37,34,7,8,1,6190,14240
"1620",9.83664,0,2652,0,0,0,23778.1,0,492,0,20,2,0,18,15,8,9,1,6192,19240
"1621",10.27755,0,2392,0,0,0,22408.2,0,492,0,0,0,0,37,36,8,8,1,6193,33000
"1622",13.93524,0,1872,0,0,14452.05,23778.1,14452.1,492,648,0,0,1,31,27,18,14,1,6203,31348
"1623",21.73514,0,1560,0,0,0,30906.1,0,492,0,0,0,1,22,22,20,17,1,6207,24000
"1624",8.20652,8.20652,2080,2080,0,0,15558.9,15558.9,492,492,0,0,1,37,27,5,5,1,6214,26000
"1625",8.20652,0,2080,0,0,0,15558.9,0,492,0,0,0,0,50,44,5,6,1,6215,29900
"1626",8.58224,7.10297,2080,1040,0,0,16271.2,6733.3,492,648,0,0,0,45,38,0,5,1,6216,20020
"1627",12.06257,12.06257,1820,1820,0,0,20011,20011,492,492,0,0,1,28,28,13,10,1,6218,32500
"1628",10.0851,0,2080,0,0,0,19120.5,0,492,0,80,0,1,29,29,13,12,1,6219,16560
"1629",8.20652,0,2080,0,0,0,15558.9,0,492,0,50,0,0,41,42,5,6,1,6221,13600
"1630",8.78454,8.35103,2080,2080,0,0,16654.8,15832.9,492,492,0,0,1,29,21,5,5,1,6224,36423
"1631",7.29468,0,2340,0,0,0,15558.9,0,492,0,110,1,1,12,8,11,11,0,6227,14320
"1632",7.48399,7.48399,2080,2080,0,0,14189,14189,492,492,0,0,0,30,28,9,8,0,6228,33000
"1633",13.13242,0,1872,0,225,0,22633.2,0,492,0,0,0,0,42,36,8,8,0,6233,30587.25
"1634",9.11835,4.56581,1872,2080,0,0,13958.9,8656.4,492,648,0,2,0,15,12,9,8,0,6236,21432
"1635",14.70931,9.92117,2080,1872,0,0,27887.7,16928.8,492,492,0,1,1,17,18,14,12,0,6237,36000
"1636",7.48399,3.46154,2080,520,0,0,14189,1640.7,492,356,50,0,1,19,21,8,5,0,6238,18000
"1637",8.20652,9.47604,2080,1248,0,0,15558.9,10779.5,492,492,0,0,2,34,25,5,5,0,6239,22500
"1638",8.50386,0,2184,0,0,0,16928.8,0,492,0,80,1,1,14,12,10,10,0,6242,14960
"1639",10.72398,0,1872,0,0,0,18298.6,0,492,0,20,0,1,25,19,9,10,0,6245,15240
"1640",8.92905,0,2080,0,0,0,16928.8,0,492,0,140,0,1,34,29,6,7,0,6247,15680
"1641",8.31554,0,1872,0,0,0,14189,0,492,0,170,0,3,22,23,12,11,0,6249,14040
"1642",0,12.32961,0,1872,23071.23,0,20807.2,21038.4,648,492,0,0,0,39,37,14,13,1,6351,36251.28
"1643",8.20652,0,2080,0,0,0,15558.9,0,492,0,50,0,1,29,23,7,8,1,6352,13600
"1644",8.71695,0,1872,0,0,0,14874,0,492,0,0,0,0,8,5,18,16,1,6361,12500
"1645",10.15956,0,1976,0,0,0,18298.6,0,492,0,0,0,0,5,7,14,13,1,6368,15000
"1646",6.44839,0,1560,0,0,0,9169.2,0,648,0,160,0,1,33,22,5,7,1,6369,11070
"1647",13.04108,0,2600,0,0,0,30906.1,0,492,0,0,1,1,26,17,12,12,1,6370,24000
"1648",12.86329,0,2028,0,0,0,21778.1,0,492,0,0,1,0,14,12,14,13,1,6371,19540
"1649",9.11835,0,1872,0,0,0,15558.9,0,492,0,0,0,1,23,20,11,11,1,6373,24048
"1650",10.37412,0,2080,0,0,0,19668.5,0,492,0,50,0,0,43,34,8,8,1,6395,16600
"1651",11.05354,0,2496,0,0,0,25147.9,0,492,0,0,0,0,31,25,8,9,1,6398,20000
"1652",13.95961,0,2548,0,0,0,32421.2,0,492,0,0,0,0,35,31,12,11,1,6400,25000
"1653",23.01451,0,2340,0,0,0,49087.9,0,492,0,0,0,1,32,22,16,14,0,6442,49500
"1654",8.92905,6.03892,2080,2080,0,0,16928.8,11449.3,492,492,0,0,0,28,28,8,8,0,6444,27000
"1655",11.81918,19.30317,2080,1040,0,0,22408.2,18298.6,492,492,0,0,0,30,26,17,18,0,6449,64000
"1656",8.92905,0,2080,0,0,0,16928.8,0,492,0,20,0,1,22,20,10,10,0,6465,14240
"1657",7.54481,0,2860,0,0,0,19668.5,0,492,0,50,0,0,41,36,8,8,0,6486,16600
"1658",11.81918,0,2080,0,0,0,22408.2,0,492,0,20,0,0,40,36,5,6,0,6487,18240
"1659",8.20652,0,2080,0,0,0,15558.9,0,492,0,170,0,1,47,40,5,6,0,6488,15040
"1660",10.94203,0,1560,0,0,0,15558.9,0,492,0,110,0,0,49,38,5,6,0,6489,14320
"1661",9.65158,0,2080,0,0,0,18298.6,0,492,0,80,0,2,26,18,8,9,0,6494,15960
"1662",5.98719,0,2600,0,0,0,14189,0,492,0,110,0,0,39,39,13,12,0,6499,13320
"1663",9.65303,0,1924,0,0,0,16928.8,0,492,0,0,0,0,8,7,13,13,0,6500,14000
"1664",12.40175,0,2600,0,0,0,29390.9,0,492,0,0,0,0,23,23,13,12,1,6501,23100
"1665",0,15.48348,0,1976,21041.1,0,18741.1,27887.7,648,492,0,0,0,44,37,7,8,1,6503,39779
"1666",0,6.52259,0,1456,0,0,0,8656.4,0,648,160,0,2,22,21,16,17,1,6514,25920
"1667",39.21355,28.12845,1560,1560,0,0,54209.3,39997,492,492,0,0,1,20,22,20,18,1,6523,70635.5
"1668",13.55326,0,2080,0,0,0,25695.9,0,492,0,0,2,0,21,19,7,8,1,6524,20400
"1669",12.16905,0,1872,0,0,0,20764.4,0,492,0,0,0,0,35,36,13,12,0,6551,16800
"1670",14.88175,6.43948,1248,2184,0,0,16928.8,12819.2,492,492,0,0,0,36,37,13,12,0,6552,25000
"1671",12.18045,0,2080,0,0,0,23093.2,0,492,0,20,0,1,41,37,5,6,0,6554,24588
"1672",25.89132,0,2080,0,0,0,49087.9,0,492,0,0,0,0,42,37,15,13,0,6555,86000
"1673",7.81573,7.47167,2184,2184,0,0,15558.9,14874,492,492,0,2,0,25,15,13,13,0,6564,31348
"1674",7.48399,6.31736,2080,1872,0,0,14189,10779.5,492,492,0,0,0,7,6,13,13,0,6566,21500
"1675",25.46203,24.65922,936,936,0,0,21723.3,21038.4,492,492,0,0,0,30,29,13,13,0,6569,34500
"1676",10.50594,6.76146,2340,2080,0,0,22408.2,12819.2,492,492,0,0,2,20,18,8,12,0,6572,29000
"1677",9.65158,0,2080,0,0,0,18298.6,0,492,0,80,2,0,21,12,8,9,0,6576,15960
"1678",8.92905,0,2080,0,0,0,16928.8,0,492,0,80,0,0,39,35,8,8,0,6581,14960
"1679",8.92905,0,2080,0,0,0,16928.8,0,492,0,0,1,0,16,12,8,9,0,6583,30246
"1680",10.37412,0,2080,0,0,0,19668.5,0,492,0,0,1,0,24,15,8,9,0,6585,16000
"1681",11.5268,0,1872,0,2025,0,21693.5,0,492,0,80,1,2,21,12,13,12,0,6591,19113.25
"1682",10.92012,5.51792,1976,1976,900,0,20568.5,9938.5,492,648,0,0,1,46,34,8,13,0,6592,25957
"1683",10.92012,0,1976,0,0,0,19668.5,0,492,0,0,1,0,17,7,8,9,0,6595,16000
"1684",13.26424,0,2080,0,1762.5,0,26910.4,0,492,0,50,1,2,23,15,8,9,0,6598,22474.13
"1685",5.56735,7.90992,3120,1664,0,0,15832.9,11997.3,492,492,0,1,0,12,9,8,12,0,6601,23600
"1686",6.23666,0,2496,0,0,0,14189,0,492,0,50,1,0,18,13,10,10,0,6613,12600
"1687",13.26424,0,2080,0,0,0,25147.9,0,492,0,50,1,1,36,27,5,7,0,6615,20600
"1688",6.37789,0,2912,0,0,0,16928.8,0,492,0,20,1,0,13,8,8,9,0,6616,14240
"1689",12.25776,0,2496,0,0,0,23887.7,0,492,0,70,2,2,22,22,13,12,0,6617,23920
"1690",24.1101,0,1820,0,0,0,39447,0,492,0,0,0,0,31,29,16,14,0,6619,30187
"1691",9.64831,0,2548,0,0,0,22398.2,0,492,0,20,0,0,46,39,8,8,0,6621,18242.7
"1692",10.37412,0,2080,0,0,6000,19668.5,6000,492,648,0,0,0,49,48,10,8,0,6623,36928
"1693",19.30317,19.30317,1040,1040,0,0,18298.6,18298.6,492,492,0,0,1,34,36,12,12,0,6624,30000
"1694",0,13.13242,0,1872,15352.05,0,15352.1,22408.2,648,492,0,0,0,48,30,13,17,1,6628,31305
"1695",16.30135,8.50386,2080,2184,0,0,30306.1,16928.8,492,492,0,0,0,20,21,13,8,1,6629,38204
"1696",15.50219,16.03363,2080,2080,0,0,29390.9,30398.5,492,492,0,0,0,29,23,13,13,1,6631,46665
"1697",13.26424,13.47017,2080,2080,0,0,25147.9,25538.4,492,492,0,0,0,28,17,8,13,1,6635,40285
"1698",16.30135,0,2080,0,0,0,30906.1,0,492,0,0,0,1,37,28,13,12,1,6637,51000
